,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Anthropod,2.134595013582986,0.15461122774871738,0.697738762827888,0.22158899001409715,0.8246338541348208,0.8593434025956834
Bacteria,1886.900682191187,-0.33050067832556995,0.28714381434961245,-1.1509935503021782,0.2497348889501625,0.6968374506677947
Fungi,7.524554665635353,-0.25902082656793346,1.4616599226254943,-0.17721004903977217,0.8593434025956834,0.8593434025956834
Mammal,0.037198620629931886,0.07288279414911376,0.1316394660082826,0.5536545867219491,0.579815260540906,0.8593434025956834
Other,4.114968788415801,-0.16413659319610976,0.7905317984425989,-0.20762807203893624,0.8355193836757643,0.8593434025956834
Parasite,0.00043343606453324,0.2533292912977753,0.13783104722800277,1.8379697201220064,0.0660668673133196,0.5285349385065568
Plant,3.7631066065516663,-0.4925504286029979,0.7675522592394373,-0.6417158215273355,0.5210577145259749,0.8593434025956834
Virus,0.03871501799761183,0.23917321961310858,0.21292192257620102,1.1232907195242552,0.261314044000423,0.6968374506677947
