sourceNodeId,sourceAppId,targetNodeId,targetAppId,relationshipType,count,avgPercentIdentityStatSpots,weight
7693113,u741,8764723,11036,HAS_HOST_METADATA_LABEL,4,,1
7693113,u741,9236055,565995,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,8866160,142615,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,8761658,7160,HAS_HOST_METADATA_LABEL,2,,1
7693113,u741,8765565,12287,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,8756897,1314,HAS_HOST_METADATA_LABEL,4,,1
7693113,u741,8763894,9925,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,11053255,2759587,HAS_HOST_METADATA_LABEL,2,,1
7693113,u741,9586201,1073774,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,8794922,60711,HAS_HOST_METADATA_LABEL,2,,1
7693113,u741,9779579,1297885,HAS_HOST_METADATA_LABEL,2,,1
7693113,u741,9099298,408172,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,9101353,410658,HAS_HOST_METADATA_LABEL,3,,1
7693113,u741,9451303,903395,HAS_HOST_METADATA_LABEL,5,,1
7693113,u741,9101354,410659,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,8763813,9823,HAS_HOST_METADATA_LABEL,7,,1
7693113,u741,9136180,449393,HAS_HOST_METADATA_LABEL,2,,1
7693113,u741,8925480,208964,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,8764751,11070,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,8778494,41846,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,9131455,444079,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,8759565,4513,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,9483367,939928,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,10680797,2337596,HAS_HOST_METADATA_LABEL,1,,1
7693113,u741,10090783,1647806,HAS_HOST_METADATA_LABEL,2,,1
7693113,u741,8764763,11082,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,8905304,186538,HAS_HOST_METADATA_LABEL,112,,1
7693288,u754,9707595,1218275,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,10020618,1570291,HAS_HOST_METADATA_LABEL,38,,1
7693288,u754,8763618,9606,HAS_HOST_METADATA_LABEL,17,,1
7693288,u754,10109194,1670606,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,8905306,186540,HAS_HOST_METADATA_LABEL,12,,1
7693288,u754,9236055,565995,HAS_HOST_METADATA_LABEL,4,,1
7693288,u754,8967242,256318,HAS_HOST_METADATA_LABEL,2,,1
7693288,u754,8764020,10090,HAS_HOST_METADATA_LABEL,13,,1
7693288,u754,9101353,410658,HAS_HOST_METADATA_LABEL,2,,1
7693288,u754,9583339,1070528,HAS_HOST_METADATA_LABEL,5,,1
7693288,u754,11065769,2773500,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,8763568,9541,HAS_HOST_METADATA_LABEL,5,,1
7693288,u754,8764059,10141,HAS_HOST_METADATA_LABEL,2,,1
7693288,u754,8758984,3847,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,8763887,9913,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,8764083,10166,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,8853983,128952,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,10013578,1561972,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,8763571,9544,HAS_HOST_METADATA_LABEL,2,,1
7693288,u754,8766265,13616,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,8764003,10068,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,8761530,7004,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,9588209,1076179,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,8798522,64942,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,10090783,1647806,HAS_HOST_METADATA_LABEL,1,,1
7693288,u754,9134507,447426,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9779579,1297885,HAS_HOST_METADATA_LABEL,41,,1
