,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Anthropod,0.024639819459288316,-1.1355299201730036,0.6714310113384293,-1.6912086290286776,0.09079696352767949,0.36318785411071797
Bacteria,0.00038115370110934654,0.7003288257784281,0.5885935464735108,1.1898343601868662,0.23411150170005257,0.42274920915564174
Fungi,0.009284388925705938,-1.0186220678023217,1.3867418965820046,-0.7345433712740543,0.4626176368997208,0.5585260487574574
Mammal,7011.116286774042,-0.4714438614253206,0.6809214739096864,-0.6923615710316844,0.4887102926627752,0.5585260487574574
Other,0.2842765359285507,-1.058175657068618,0.8956097019900336,-1.1815142854274188,0.2373984818584971,0.42274920915564174
Parasite,5.086159049976734,-0.9345703800699664,2.9828865159572646,-0.3133107394701019,0.7540445916838225,0.7540445916838225
Plant,0.024714646583354996,-1.1691927221069067,0.6066748196514132,-1.927214850912567,0.05395285994509374,0.36318785411071797
Virus,1.4754236861142875,-0.9510602472259497,0.8518408678543605,-1.1164764254871988,0.2642182557222761,0.42274920915564174
