,count,percent
Bacteria,1374,0.46576271186440676
Mammal,431,0.14610169491525424
Virus,336,0.11389830508474576
Other,334,0.11322033898305085
Plant,230,0.07796610169491526
Anthropod,169,0.05728813559322034
Fungi,64,0.02169491525423729
Parasite,12,0.004067796610169492
