appId,labels,type,taxId,isZoonotic,hostClass,taxRank,communityId,taxOrder,displayLabel,pageRankSotu,louvainCommunityId,zoonoticColorCodes,communityColorCodes,sourceAppId,hostCount,hostCountNormalized
u473002,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,97,Articulavirales,u473002,0.15000000000000002,181.0,0,9,,,
u559622,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,98,Articulavirales,u559622,0.15000000000000002,182.0,0,10,,,
u21349,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,99,Articulavirales,u21349,0.2775,183.0,0,0,u21349,1.0,0.0
u978470,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,100,Articulavirales,u978470,0.15000000000000002,184.0,0,1,u978470,1.0,0.0
u514679,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,101,Articulavirales,u514679,0.15000000000000002,185.0,0,2,u514679,1.0,0.0
u583895,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,102,Articulavirales,u583895,0.15000000000000002,186.0,0,3,u583895,1.0,0.0
u16052,"['Palmprint', 'SOTU']",SOTU,75888,False,nan,species,103,Reovirales,u16052,0.15000000000000002,205.0,0,4,,,
u253503,"['Palmprint', 'SOTU']",SOTU,2593991,False,nan,no rank,104,Mononegavirales,u253503,0.18054469273743018,188.0,0,5,u253503,1.0,0.0
u14846,"['Palmprint', 'SOTU']",SOTU,64298,False,nan,species,2,Amarillovirales,u14846,0.19724352276395224,208.0,0,2,,,
u648909,"['Palmprint', 'SOTU']",SOTU,64298,False,nan,species,105,Amarillovirales,u648909,0.15000000000000002,190.0,0,6,,,
u19742,"['Palmprint', 'SOTU']",SOTU,380434,False,nan,no rank,0,Mononegavirales,u19742,0.16326938923226741,163.0,0,0,u19742,3.0,0.0
u1030898,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,106,Martellivirales,u1030898,0.15000000000000002,192.0,1,7,,,
u72811,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,107,Martellivirales,u72811,0.15673112338858197,193.0,1,8,u72811,1.0,0.0
u321036,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,108,Martellivirales,u321036,0.15000000000000002,194.0,1,9,,,
u762480,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,109,Martellivirales,u762480,0.15000000000000002,195.0,1,10,,,
u764040,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,110,Martellivirales,u764040,0.15000000000000002,196.0,1,0,,,
u7106,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,32,Martellivirales,u7106,0.25771855679729505,193.0,1,10,u7106,6.0,0.0
u670412,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,111,Martellivirales,u670412,0.15000000000000002,198.0,1,1,,,
u17707,"['Palmprint', 'SOTU']",SOTU,64289,False,nan,species,2,Amarillovirales,u17707,0.24245325070856688,208.0,0,2,,,
u761698,"['Palmprint', 'SOTU']",SOTU,64320,True,nan,species,112,Amarillovirales,u761698,0.15000000000000002,200.0,1,2,u761698,1.0,0.0
u39248,"['Palmprint', 'SOTU']",SOTU,64320,True,nan,species,2,Amarillovirales,u39248,0.1615324868055817,208.0,1,2,,,
u691399,"['Palmprint', 'SOTU']",SOTU,64320,True,nan,species,113,Amarillovirales,u691399,0.15000000000000002,202.0,1,3,u691399,1.0,0.0
u1021716,"['Palmprint', 'SOTU']",SOTU,64320,True,nan,species,114,Amarillovirales,u1021716,0.15000000000000002,203.0,1,4,u1021716,1.0,0.0
u741,"['Palmprint', 'SOTU']",SOTU,64320,True,nan,species,2,Amarillovirales,u741,0.15672545757864942,208.0,1,2,u741,7.0,0.0
u149303,"['Palmprint', 'SOTU']",SOTU,351073,False,nan,species,103,Reovirales,u149303,0.2775,205.0,0,4,u149303,12.0,10.0
u1041,"['Palmprint', 'SOTU']",SOTU,12637,True,nan,species,115,Amarillovirales,u1041,0.16481675183895625,208.0,1,5,u1041,3.0,0.0
u1011241,"['Palmprint', 'SOTU']",SOTU,12637,True,nan,species,116,Amarillovirales,u1011241,0.15000000000000002,207.0,1,6,,,
u287478,"['Palmprint', 'SOTU']",SOTU,12637,True,nan,species,117,Amarillovirales,u287478,0.15270463992986183,208.0,1,7,u287478,1.0,0.0
u831531,"['Palmprint', 'SOTU']",SOTU,12637,True,nan,species,118,Amarillovirales,u831531,0.15000000000000002,209.0,1,8,u831531,2.0,0.0
u128,"['Palmprint', 'SOTU']",SOTU,12637,True,nan,species,2,Amarillovirales,u128,0.1530827428845923,208.0,1,2,u128,5.0,0.0
u17501,"['Palmprint', 'SOTU']",SOTU,1428581,False,nan,no rank,84,Articulavirales,u17501,0.18501386962552013,410.0,0,7,,,
u562401,"['Palmprint', 'SOTU']",SOTU,1428581,False,nan,no rank,119,Articulavirales,u562401,0.15000000000000002,212.0,0,9,,,
u345572,"['Palmprint', 'SOTU']",SOTU,11280,True,nan,no rank,120,Mononegavirales,u345572,0.15000000000000002,213.0,1,10,u345572,1.0,0.0
u658563,"['Palmprint', 'SOTU']",SOTU,206160,True,nan,no rank,121,Bunyavirales,u658563,0.15000000000000002,214.0,1,0,,,
u5265,"['Palmprint', 'SOTU']",SOTU,206160,True,nan,no rank,58,Bunyavirales,u5265,0.6184899387410362,215.0,1,3,,,
u18952,"['Palmprint', 'SOTU']",SOTU,2748254,False,nan,species,1,Bunyavirales,u18952,0.20997963510248038,24.0,0,1,,,
u928419,"['Palmprint', 'SOTU']",SOTU,12104,True,nan,no rank,122,Picornavirales,u928419,0.15000000000000002,217.0,1,1,u928419,10.0,10.0
u710626,"['Palmprint', 'SOTU']",SOTU,12104,True,nan,no rank,123,Picornavirales,u710626,0.15000000000000002,218.0,1,2,,,
u276767,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,56,Nidovirales,u276767,0.22416588773846555,227.0,0,1,,,
u200060,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,124,Nidovirales,u200060,0.4231585262438376,227.0,0,3,,,
u994,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,56,Nidovirales,u994,0.15000000000000002,227.0,0,1,u994,4.0,0.0
u184345,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,56,Nidovirales,u184345,0.5644915428090889,227.0,0,1,,,
u243312,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,56,Nidovirales,u243312,0.9803595054350224,227.0,0,1,,,
u743088,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,125,Nidovirales,u743088,0.15000000000000002,224.0,0,4,u743088,7.0,0.0
u736734,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,126,Nidovirales,u736734,0.15000000000000002,225.0,0,5,u736734,10.0,10.0
u243431,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,56,Nidovirales,u243431,0.37126773379602457,227.0,0,1,,,
u1680,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,127,Nidovirales,u1680,0.27278039585139596,227.0,0,6,u1680,7.0,0.0
u112435,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,56,Nidovirales,u112435,0.23160416883467203,227.0,0,1,,,
u389350,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,128,Nidovirales,u389350,0.15000000000000002,229.0,0,7,u389350,1.0,0.0
u184358,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,56,Nidovirales,u184358,0.37334489404209575,227.0,0,1,,,
u20448,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,56,Nidovirales,u20448,0.1746881664342732,227.0,0,1,,,
u906831,"['Palmprint', 'SOTU']",SOTU,50713,False,nan,no rank,129,Mononegavirales,u906831,0.15000000000000002,232.0,0,8,u906831,2.0,0.0
u5525,"['Palmprint', 'SOTU']",SOTU,2905917,True,nan,no rank,11,Bunyavirales,u5525,0.15000000000000002,414.0,1,0,u5525,1.0,0.0
u18450,"['Palmprint', 'SOTU']",SOTU,2560580,False,nan,species,79,Mononegavirales,u18450,0.24157290417735858,188.0,0,2,u18450,47.0,30.0
u12790,"['Palmprint', 'SOTU']",SOTU,64282,False,nan,species,2,Amarillovirales,u12790,0.2648102689814868,208.0,0,2,,,
u24970,"['Palmprint', 'SOTU']",SOTU,356862,False,nan,species,130,Reovirales,u24970,0.15000000000000002,236.0,0,9,,,
u3234,"['Palmprint', 'SOTU']",SOTU,11080,True,nan,species,2,Amarillovirales,u3234,0.30205261029227093,208.0,1,2,u3234,1.0,0.0
u6359,"['Palmprint', 'SOTU']",SOTU,909207,False,nan,no rank,0,Mononegavirales,u6359,0.16602360443090627,163.0,0,0,u6359,2.0,0.0
u854923,"['Palmprint', 'SOTU']",SOTU,11099,False,nan,no rank,131,Amarillovirales,u854923,0.15000000000000002,239.0,0,10,,,
u400723,"['Palmprint', 'SOTU']",SOTU,11099,False,nan,no rank,132,Amarillovirales,u400723,0.15000000000000002,240.0,0,0,,,
u360560,"['Palmprint', 'SOTU']",SOTU,11099,False,nan,no rank,133,Amarillovirales,u360560,0.15000000000000002,241.0,0,1,,,
u387312,"['Palmprint', 'SOTU']",SOTU,11099,False,nan,no rank,134,Amarillovirales,u387312,0.15000000000000002,242.0,0,2,,,
u1065795,"['Palmprint', 'SOTU']",SOTU,11274,False,nan,no rank,135,Mononegavirales,u1065795,0.15000000000000002,243.0,0,3,,,
u12395,"['Palmprint', 'SOTU']",SOTU,11274,False,nan,no rank,0,Mononegavirales,u12395,0.1536493920669723,163.0,0,0,,,
u654834,"['Palmprint', 'SOTU']",SOTU,11274,False,nan,no rank,136,Mononegavirales,u654834,0.15000000000000002,245.0,0,4,u654834,11.0,10.0
u649358,"['Palmprint', 'SOTU']",SOTU,11274,False,nan,no rank,137,Mononegavirales,u649358,0.15000000000000002,246.0,0,5,u649358,2.0,0.0
u232730,"['Palmprint', 'SOTU']",SOTU,11274,False,nan,no rank,0,Mononegavirales,u232730,0.15730252075684945,163.0,0,0,u232730,1.0,0.0
u6854,"['Palmprint', 'SOTU']",SOTU,64312,False,nan,species,2,Amarillovirales,u6854,0.3102856542979195,208.0,0,2,,,
u1620,"['Palmprint', 'SOTU']",SOTU,11079,True,nan,species,6,Amarillovirales,u1620,0.380337558007557,208.0,1,6,,,
u548,"['Palmprint', 'SOTU']",SOTU,2560525,True,nan,species,79,Mononegavirales,u548,0.18258456908583395,188.0,1,2,u548,3.0,0.0
u978625,"['Palmprint', 'SOTU']",SOTU,64299,False,nan,species,138,Amarillovirales,u978625,0.15000000000000002,251.0,0,6,,,
u7358,"['Palmprint', 'SOTU']",SOTU,64299,False,nan,species,2,Amarillovirales,u7358,0.16756310552086165,208.0,0,2,u7358,1.0,0.0
u5284,"['Palmprint', 'SOTU']",SOTU,40062,False,nan,species,19,Reovirales,u5284,0.4842113843459902,5.0,0,8,u5284,2.0,0.0
u14847,"['Palmprint', 'SOTU']",SOTU,64301,False,nan,species,2,Amarillovirales,u14847,0.21947849719841886,208.0,0,2,,,
u942877,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,139,Stellavirales,u942877,0.15000000000000002,255.0,0,7,u942877,1.0,0.0
u16491,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,28,Stellavirales,u16491,0.15000000000000002,126.0,0,6,,,
u569572,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,140,Stellavirales,u569572,0.15000000000000002,257.0,0,8,u569572,1.0,0.0
u812996,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,141,Stellavirales,u812996,0.15000000000000002,258.0,0,9,,,
u905860,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,142,Stellavirales,u905860,0.15000000000000002,259.0,0,10,u905860,4.0,0.0
u939940,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,143,Stellavirales,u939940,0.15000000000000002,260.0,0,0,,,
u7871,"['Palmprint', 'SOTU']",SOTU,1712572,False,nan,no rank,144,Bunyavirales,u7871,0.15000000000000002,261.0,0,1,,,
u217989,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,145,Picornavirales,u217989,0.4958767744705209,262.0,0,2,u217989,5.0,0.0
u222185,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,145,Picornavirales,u222185,0.2666548368631941,262.0,0,2,,,
u646070,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,146,Picornavirales,u646070,0.15000000000000002,264.0,0,3,,,
u39811,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,145,Picornavirales,u39811,0.2775,262.0,0,2,u39811,3.0,0.0
u561267,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,147,Picornavirales,u561267,0.15000000000000002,266.0,0,4,u561267,1.0,0.0
u703495,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,148,Picornavirales,u703495,0.15000000000000002,267.0,0,5,,,
u628596,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,149,Picornavirales,u628596,0.15000000000000002,268.0,0,6,u628596,4.0,0.0
u785530,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,150,Picornavirales,u785530,0.15000000000000002,269.0,0,7,,,
u1958,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,145,Picornavirales,u1958,0.15000000000000002,262.0,0,2,u1958,11.0,10.0
u827875,"['Palmprint', 'SOTU']",SOTU,161675,False,nan,species,151,Amarillovirales,u827875,0.15000000000000002,271.0,0,8,u827875,1.0,0.0
u489994,"['Palmprint', 'SOTU']",SOTU,161675,False,nan,species,152,Amarillovirales,u489994,0.15000000000000002,272.0,0,9,,,
u5157,"['Palmprint', 'SOTU']",SOTU,161675,False,nan,species,2,Amarillovirales,u5157,0.15000000000000002,208.0,0,2,,,
u4537,"['Palmprint', 'SOTU']",SOTU,162013,True,nan,no rank,79,Mononegavirales,u4537,0.1681062456385206,188.0,1,2,u4537,2.0,0.0
u918778,"['Palmprint', 'SOTU']",SOTU,59302,True,nan,species,153,Martellivirales,u918778,0.15000000000000002,275.0,1,10,,,
u26157,"['Palmprint', 'SOTU']",SOTU,59302,True,nan,species,32,Martellivirales,u26157,0.22734585146218134,193.0,1,10,u26157,1.0,0.0
u696611,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,154,Picornavirales,u696611,0.15000000000000002,277.0,0,0,,,
u22735,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,155,Picornavirales,u22735,0.20882282996432822,278.0,0,1,u22735,1.0,0.0
u26670,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,156,Picornavirales,u26670,0.21867717003567186,278.0,0,2,u26670,1.0,0.0
u8030,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,157,Picornavirales,u8030,0.27930112401639096,135.0,0,3,u8030,2.0,0.0
u21450,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,156,Picornavirales,u21450,0.15000000000000002,278.0,0,2,u21450,1.0,0.0
u196758,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,158,Picornavirales,u196758,0.20896109078943342,135.0,0,4,,,
u6497,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,8,Picornavirales,u6497,0.1842505080419426,135.0,0,8,u6497,1.0,0.0
u16477,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,159,Picornavirales,u16477,0.23985460287090093,135.0,0,5,u16477,2.0,0.0
u23268,"['Palmprint', 'SOTU']",SOTU,59563,True,nan,species,6,Amarillovirales,u23268,0.1707929914591406,208.0,1,6,,,
u2384,"['Palmprint', 'SOTU']",SOTU,59563,True,nan,species,6,Amarillovirales,u2384,0.17853487518804315,208.0,1,6,,,
u733204,"['Palmprint', 'SOTU']",SOTU,204711,False,nan,no rank,160,Picornavirales,u733204,0.15000000000000002,287.0,0,6,u733204,7.0,0.0
u508699,"['Palmprint', 'SOTU']",SOTU,204711,False,nan,no rank,161,Picornavirales,u508699,0.15000000000000002,288.0,0,7,,,
u3729,"['Palmprint', 'SOTU']",SOTU,204711,False,nan,no rank,162,Picornavirales,u3729,0.15000000000000002,289.0,0,8,u3729,2.0,0.0
u22066,"['Palmprint', 'SOTU']",SOTU,40057,True,nan,species,19,Reovirales,u22066,0.7753259066701677,5.0,1,8,,,
u14724,"['Palmprint', 'SOTU']",SOTU,590647,False,nan,no rank,37,Mononegavirales,u14724,0.15000000000000002,188.0,0,4,u14724,1.0,0.0
u481710,"['Palmprint', 'SOTU']",SOTU,11096,False,nan,no rank,163,Amarillovirales,u481710,0.15000000000000002,292.0,0,9,,,
u21649,"['Palmprint', 'SOTU']",SOTU,1272953,False,nan,no rank,0,Mononegavirales,u21649,0.15763188593721938,163.0,0,0,,,
u784352,"['Palmprint', 'SOTU']",SOTU,358764,False,nan,no rank,164,Amarillovirales,u784352,0.15000000000000002,294.0,0,10,,,
u23650,"['Palmprint', 'SOTU']",SOTU,358764,False,nan,no rank,50,Amarillovirales,u23650,0.15000000000000002,85.0,0,6,u23650,3.0,0.0
u12743,"['Palmprint', 'SOTU']",SOTU,358764,False,nan,no rank,50,Amarillovirales,u12743,0.21375000000000002,85.0,0,6,,,
u961361,"['Palmprint', 'SOTU']",SOTU,2905673,True,nan,no rank,165,Mononegavirales,u961361,0.15000000000000002,297.0,1,0,u961361,7.0,0.0
u748646,"['Palmprint', 'SOTU']",SOTU,2905673,True,nan,no rank,166,Mononegavirales,u748646,0.15000000000000002,298.0,1,1,u748646,1.0,0.0
u148722,"['Palmprint', 'SOTU']",SOTU,2905673,True,nan,no rank,167,Mononegavirales,u148722,0.2221945926479295,188.0,1,2,u148722,1.0,0.0
u177462,"['Palmprint', 'SOTU']",SOTU,40058,True,nan,species,19,Reovirales,u177462,1.2340042445933626,5.0,1,8,,,
u24190,"['Palmprint', 'SOTU']",SOTU,40058,True,nan,species,19,Reovirales,u24190,0.16372838972819237,5.0,1,8,,,
u845135,"['Palmprint', 'SOTU']",SOTU,162145,True,nan,species,168,Mononegavirales,u845135,0.15000000000000002,302.0,1,3,u845135,2.0,0.0
u2716,"['Palmprint', 'SOTU']",SOTU,162145,True,nan,species,169,Mononegavirales,u2716,0.18394364968597351,188.0,1,4,u2716,5.0,0.0
u6734,"['Palmprint', 'SOTU']",SOTU,31612,False,nan,no rank,0,Mononegavirales,u6734,0.2561549191388983,163.0,0,0,,,
u419816,"['Palmprint', 'SOTU']",SOTU,31612,False,nan,no rank,170,Mononegavirales,u419816,0.15000000000000002,305.0,0,5,,,
u866296,"['Palmprint', 'SOTU']",SOTU,31612,False,nan,no rank,171,Mononegavirales,u866296,0.15000000000000002,306.0,0,6,,,
u617110,"['Palmprint', 'SOTU']",SOTU,31612,False,nan,no rank,172,Mononegavirales,u617110,0.15000000000000002,307.0,0,7,u617110,1.0,0.0
u29609,"['Palmprint', 'SOTU']",SOTU,64286,True,nan,species,2,Amarillovirales,u29609,0.22334503686347815,208.0,1,2,u29609,1.0,0.0
u1801,"['Palmprint', 'SOTU']",SOTU,164416,True,nan,species,4,Amarillovirales,u1801,0.5817433486800677,208.0,1,4,,,
u38509,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,173,Picornavirales,u38509,0.23002679693852754,332.0,1,8,u38509,2.0,0.0
u405,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,174,Picornavirales,u405,0.17812545104642774,332.0,1,9,u405,5.0,0.0
u848819,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,175,Picornavirales,u848819,0.15000000000000002,312.0,1,10,,,
u93518,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,173,Picornavirales,u93518,0.4497928291481793,332.0,1,8,,,
u219517,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,176,Picornavirales,u219517,0.15000000000000002,314.0,1,0,,,
u1073759,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,177,Picornavirales,u1073759,0.15000000000000002,315.0,1,1,,,
u8613,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,173,Picornavirales,u8613,0.15000000000000002,332.0,1,8,u8613,3.0,0.0
u856126,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,178,Picornavirales,u856126,0.15000000000000002,317.0,1,2,u856126,11.0,10.0
u6845,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,173,Picornavirales,u6845,0.17110175607409192,332.0,1,8,,,
u770665,"['Palmprint', 'SOTU']",SOTU,1453410,False,nan,no rank,179,Bunyavirales,u770665,0.15000000000000002,319.0,0,3,,,
u21558,"['Palmprint', 'SOTU']",SOTU,1453410,False,nan,no rank,180,Bunyavirales,u21558,0.15000000000000002,320.0,0,4,,,
u14790,"['Palmprint', 'SOTU']",SOTU,64302,False,nan,species,2,Amarillovirales,u14790,0.277605660125455,208.0,0,2,,,
u840961,"['Palmprint', 'SOTU']",SOTU,64302,False,nan,species,181,Amarillovirales,u840961,0.15000000000000002,322.0,0,5,,,
u38034,"['Palmprint', 'SOTU']",SOTU,40067,False,nan,species,51,Reovirales,u38034,0.15000000000000002,5.0,0,7,u38034,2.0,0.0
u4011,"['Palmprint', 'SOTU']",SOTU,1623310,False,nan,no rank,1,Bunyavirales,u4011,0.1719712537596376,24.0,0,1,u4011,1.0,0.0
u239287,"['Palmprint', 'SOTU']",SOTU,118140,False,nan,species,182,Picornavirales,u239287,0.2775,325.0,0,6,u239287,18.0,10.0
u99531,"['Palmprint', 'SOTU']",SOTU,118140,False,nan,species,182,Picornavirales,u99531,0.15000000000000002,325.0,0,6,u99531,21.0,10.0
u17854,"['Palmprint', 'SOTU']",SOTU,118140,False,nan,species,183,Picornavirales,u17854,0.15000000000000002,327.0,0,7,u17854,2.0,0.0
u3171,"['Palmprint', 'SOTU']",SOTU,118140,False,nan,species,184,Picornavirales,u3171,0.15000000000000002,328.0,0,8,u3171,1.0,0.0
u23818,"['Palmprint', 'SOTU']",SOTU,40059,True,nan,species,19,Reovirales,u23818,0.17185652780065838,5.0,1,8,u23818,1.0,0.0
u269474,"['Palmprint', 'SOTU']",SOTU,40059,True,nan,species,185,Reovirales,u269474,0.15000000000000002,330.0,1,9,,,
u24052,"['Palmprint', 'SOTU']",SOTU,11021,True,nan,species,32,Martellivirales,u24052,0.1853377183792522,193.0,1,10,u24052,2.0,0.0
u1831,"['Palmprint', 'SOTU']",SOTU,1803956,False,nan,species,186,Picornavirales,u1831,0.20657797625761481,332.0,0,10,u1831,6.0,0.0
u34772,"['Palmprint', 'SOTU']",SOTU,1803956,False,nan,species,93,Picornavirales,u34772,0.15000000000000002,332.0,0,5,,,
u832933,"['Palmprint', 'SOTU']",SOTU,1803956,False,nan,species,187,Picornavirales,u832933,0.15000000000000002,334.0,0,0,,,
u915510,"['Palmprint', 'SOTU']",SOTU,1803956,False,nan,species,188,Picornavirales,u915510,0.15000000000000002,335.0,0,1,u915510,1.0,0.0
u6549,"['Palmprint', 'SOTU']",SOTU,44025,True,nan,species,6,Amarillovirales,u6549,1.0362193511033628,208.0,1,6,u6549,1.0,0.0
u1095,"['Palmprint', 'SOTU']",SOTU,11520,True,nan,species,189,Articulavirales,u1095,0.16901500827227608,400.0,1,2,u1095,9.0,10.0
u444385,"['Palmprint', 'SOTU']",SOTU,11520,True,nan,species,190,Articulavirales,u444385,0.15000000000000002,338.0,1,3,,,
u6173,"['Palmprint', 'SOTU']",SOTU,1313215,False,nan,no rank,191,Picornavirales,u6173,0.15000000000000002,340.0,0,4,u6173,1.0,0.0
u238213,"['Palmprint', 'SOTU']",SOTU,1313215,False,nan,no rank,191,Picornavirales,u238213,0.2775,340.0,0,4,,,
u5172,"['Palmprint', 'SOTU']",SOTU,64283,False,nan,species,80,Amarillovirales,u5172,0.42757334392977314,208.0,0,3,,,
u16791,"['Palmprint', 'SOTU']",SOTU,64309,False,nan,species,2,Amarillovirales,u16791,0.17920903034264266,208.0,0,2,,,
u824,"['Palmprint', 'SOTU']",SOTU,54290,True,nan,no rank,192,Amarillovirales,u824,0.15000000000000002,344.0,1,5,u824,3.0,0.0
u26426,"['Palmprint', 'SOTU']",SOTU,54290,True,nan,no rank,192,Amarillovirales,u26426,0.3955004111842106,344.0,1,5,u26426,4.0,0.0
u485149,"['Palmprint', 'SOTU']",SOTU,54290,True,nan,no rank,193,Amarillovirales,u485149,0.15000000000000002,345.0,1,6,,,
u10719,"['Palmprint', 'SOTU']",SOTU,54290,True,nan,no rank,192,Amarillovirales,u10719,0.21333059210526317,344.0,1,5,,,
u547455,"['Palmprint', 'SOTU']",SOTU,54290,True,nan,no rank,194,Amarillovirales,u547455,0.15000000000000002,347.0,1,7,u547455,2.0,0.0
u555080,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,195,Hepelivirales,u555080,0.15000000000000002,348.0,1,8,,,
u656582,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,196,Hepelivirales,u656582,0.15000000000000002,349.0,1,9,,,
u486081,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,197,Hepelivirales,u486081,0.15000000000000002,350.0,1,10,,,
u12233,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,198,Hepelivirales,u12233,0.21401153778430165,352.0,1,0,u12233,1.0,0.0
u283925,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,198,Hepelivirales,u283925,1.0189980891582586,352.0,1,0,u283925,2.0,0.0
u454830,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,199,Hepelivirales,u454830,0.15000000000000002,353.0,1,1,,,
u439890,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,200,Hepelivirales,u439890,0.15000000000000002,354.0,1,2,,,
u357352,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,201,Hepelivirales,u357352,0.15000000000000002,355.0,1,3,,,
u190602,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,202,Hepelivirales,u190602,0.15000000000000002,356.0,1,4,,,
u1059371,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,203,Hepelivirales,u1059371,0.15000000000000002,357.0,1,5,u1059371,1.0,0.0
u1044971,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,204,Hepelivirales,u1044971,0.15000000000000002,358.0,1,6,u1044971,1.0,0.0
u733019,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,205,Hepelivirales,u733019,0.15000000000000002,359.0,1,7,,,
u867851,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,206,Hepelivirales,u867851,0.15000000000000002,360.0,1,8,,,
u5536,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,198,Hepelivirales,u5536,0.15000000000000002,352.0,1,0,,,
u1010160,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,207,Hepelivirales,u1010160,0.15000000000000002,362.0,1,9,u1010160,1.0,0.0
u66257,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,208,Hepelivirales,u66257,0.15000000000000002,363.0,1,10,,,
u844052,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,209,Hepelivirales,u844052,0.15000000000000002,364.0,1,0,,,
u417481,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,210,Hepelivirales,u417481,0.15000000000000002,365.0,1,1,,,
u1022176,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,211,Hepelivirales,u1022176,0.15000000000000002,366.0,1,2,,,
u855507,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,212,Hepelivirales,u855507,0.15000000000000002,367.0,1,3,,,
u1021156,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,213,Hepelivirales,u1021156,0.15000000000000002,368.0,1,4,,,
